symbol,has_fireant_ohlcv,has_vnstock_ohlcv,in_vnstock_listing_snapshot,vnstock_organ_name,listing_evidence_status,activity_status,delisted_status,snapshot_date
PVY,True,True,True,CTCP Chế tạo Giàn khoan Dầu khí,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PWA,True,True,True,CTCP Bất động sản Dầu khí,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PWS,True,True,True,CTCP Cấp thoát nước Phú Yên,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PXA,True,True,True,CTCP Đầu tư và Thương mại Dầu khí Nghệ An,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PXI,True,True,True,CTCP Xây dựng Công nghiệp và Dân dụng Dầu khí,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PXL,True,True,True,CTCP Đầu tư Khu Công nghiệp Dầu khí Long Sơn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PXM,True,True,True,CTCP Xây lắp Dầu khí Miền Trung,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PXS,True,True,True,CTCP Kết cấu Kim loại và Lắp máy Dầu khí,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PXT,True,True,True,CTCP Xây lắp Đường ống Bể chứa Dầu khí,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QBS,True,True,True,CTCP Xuất nhập khẩu Quảng Bình,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QCC,True,True,True,CTCP Đầu tư Xây dựng và Phát triển Hạ tầng Viễn thông,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QCG,True,True,True,CTCP Quốc Cường Gia Lai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QHD,True,True,True,CTCP Que hàn điện Việt Đức,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QHW,True,True,True,CTCP Nước khoáng Quảng Ninh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QNC,True,True,True,CTCP Xi măng và Xây dựng Quảng Ninh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QNP,True,True,True,CTCP Cảng Quy Nhơn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QNS,True,True,True,CTCP Đường Quảng Ngãi,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QNT,True,True,True,CTCP Tư vấn và Đầu tư Phát triển Quảng Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QNU,True,True,True,CTCP Môi trường Đô thị Quảng Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QNW,True,True,True,CTCP Cấp thoát nước và Xây dựng Quảng Ngãi,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QPH,True,True,True,CTCP Thủy điện Quế Phong,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QSP,True,True,True,CTCP Tân Cảng Quy Nhơn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QST,True,True,True,CTCP Sách và Thiết bị Trường học Quảng Ninh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QTC,True,True,True,CTCP Công trình Giao thông Vận tải Quảng Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
QTP,True,True,True,CTCP Nhiệt điện Quảng Ninh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
RAL,True,True,True,CTCP Bóng đèn Phích nước Rạng Đông,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
RAT,True,True,True,CTCP Vận tải và Thương mại Đường sắt,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
RBC,True,True,True,CTCP Công nghiệp và Xuất nhập khẩu Cao su,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
RCC,True,True,True,CTCP Tổng Công ty Công trình Đường sắt Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
RCD,True,True,True,CTCP Xây dựng - Địa ốc Cao su,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
RCL,True,True,True,CTCP Địa ốc Chợ Lớn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
RDP,True,True,False,,absent_from_current_listing_unverified,unknown,unverified,2026-08-09
REE,True,True,True,CTCP Cơ Điện Lạnh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
RGG,True,True,True,CTCP Regal Group,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
RIC,True,True,True,CTCP Quốc tế Hoàng Gia,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
RTB,True,True,True,CTCP Cao su Tân Biên,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
RYG,True,True,True,CTCP Sản xuất và Đầu tư Hoàng Gia,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
S12,True,True,True,CTCP Sông Đà 12,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
S4A,True,True,True,CTCP Thủy điện Sê San 4A,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
S55,True,True,True,CTCP Sông Đà 505,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
S72,True,True,True,CTCP Sông Đà 7.02,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
S74,True,True,True,CTCP Sông Đà 7.04,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
S99,True,True,True,CTCP SCI,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SAB,True,True,True,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SAC,True,True,True,CTCP Xếp dỡ và Dịch vụ Cảng Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SAF,True,True,True,CTCP Lương thực Thực phẩm Safoco,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SAL,True,True,True,CTCP Trục vớt Cứu hộ Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SAM,True,True,True,CTCP SAM Holdings,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SAS,True,True,True,CTCP Dịch vụ Hàng không Sân bay Tân Sơn Nhất,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SAV,True,True,True,CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SB1,True,True,True,CTCP Bia Sài Gòn - Nghệ Tĩnh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SBA,True,True,True,CTCP Sông Ba,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SBB,True,True,True,CTCP Tập đoàn Bia Sài Gòn - Bình Tây,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SBD,True,True,True,CTCP Công nghệ Sao Bắc Đẩu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SBG,True,True,True,CTCP Tập đoàn Cơ khí Công nghệ cao Siba,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SBH,True,True,True,CTCP Thủy điện Sông Ba Hạ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SBL,True,True,True,CTCP Bia Sài Gòn - Bạc Liêu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SBM,True,True,True,CTCP Đầu tư Phát triển Bắc Minh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SBR,True,True,True,CTCP Cao su Sông Bé,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SBS,True,True,True,CTCP Chứng khoán SBS,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SBT,True,True,True,CTCP Thành Thành Công - Biên Hòa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SBV,True,True,True,CTCP Siam Brothers Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SC5,True,True,True,CTCP Xây dựng Số 5,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SCC,True,True,True,CTCP Thương mại Đầu tư SHB,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SCD,True,True,True,CTCP Nước giải khát Chương Dương,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SCG,True,True,True,CTCP Tập đoàn Xây dựng SCG,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SCI,True,True,True,CTCP SCI E&C,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SCJ,True,True,True,CTCP Xi măng Sài Sơn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SCL,True,True,True,CTCP Sông Đà Cao Cường,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SCO,True,True,True,CTCP Công nghiệp Thủy sản,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SCR,True,True,True,CTCP Địa ốc Sài Gòn Thương Tín,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SCS,True,True,True,CTCP Dịch vụ Hàng hóa Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SD2,True,True,True,CTCP Sông Đà 2,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SD3,True,True,True,CTCP Sông Đà 3,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SD4,True,True,True,CTCP Sông Đà 4,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SD5,True,True,True,CTCP Sông Đà 5,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SD6,True,True,True,CTCP Sông Đà 6,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SD7,True,True,True,CTCP Sông Đà 7,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SD8,True,True,True,CTCP Sông Đà 8,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SD9,True,True,True,CTCP Sông Đà 9,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SDA,True,True,True,CTCP Simco Sông Đà,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SDC,True,True,True,CTCP Tư vấn Sông Đà,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SDD,True,True,True,CTCP Đầu tư và Xây lắp Sông Đà,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SDG,True,True,True,CTCP Sadico Cần Thơ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SDK,True,True,True,CTCP Cơ khí Luyện kim,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SDN,True,True,True,CTCP Sơn Đồng Nai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SDP,True,True,True,CTCP SDP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SDT,True,True,True,CTCP Sông Đà 10,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SDU,True,True,True,CTCP Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SDV,True,True,True,CTCP Dịch vụ Sonadezi,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SDY,True,True,True,CTCP Xi măng Sông Đà Yaly,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SEA,True,True,True,Tổng Công ty Thủy sản Việt Nam - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SEB,True,True,True,CTCP Đầu tư và Phát triển Điện Miền Trung,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SED,True,True,True,CTCP Đầu tư và Phát triển Giáo dục Phương Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SEP,True,True,True,CTCP Tổng Công ty Thương mại Quảng Trị,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SFC,True,True,True,CTCP Nhiên liệu Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SFG,True,True,True,CTCP Phân Bón Miền Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SFI,True,True,True,CTCP Đại lý Vận tải SAFI,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SFN,True,True,True,CTCP Dệt lưới Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SGB,True,True,True,Ngân hàng TMCP Sài Gòn Công Thương,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SGC,True,True,True,CTCP Xuất nhập khẩu Sa Giang,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SGD,True,True,True,CTCP Sách Giáo dục tại Thành phố Hồ Chí Minh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SGH,True,True,True,CTCP Khách sạn Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SGI,True,True,True,CTCP Đầu tư SGI Holdings,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SGN,True,True,True,CTCP Phục vụ Mặt đất Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SGP,True,True,True,CTCP Cảng Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SGR,True,True,True,CTCP Tổng CTCP Địa ốc Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SGS,True,True,True,CTCP Vận tải biển Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SGT,True,True,True,CTCP Công nghệ Viễn Thông Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SHA,True,True,True,CTCP Sơn Hà Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SHB,True,True,True,Ngân hàng TMCP Sài Gòn - Hà Nội,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SHC,True,True,True,CTCP Hàng hải Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SHE,True,True,True,CTCP Phát triển Năng lượng Sơn Hà,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SHI,True,True,True,CTCP Quốc tế Sơn Hà,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SHN,True,True,True,CTCP Đầu tư Tổng hợp Hà Nội,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SHP,True,True,True,CTCP Thủy điện Miền Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SHS,True,True,True,CTCP Chứng khoán Sài Gòn - Hà Nội,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SID,True,True,True,CTCP Đầu tư Phát triển Sài Gòn Co.op,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SIG,True,True,True,CTCP Đầu tư và Thương mại Sông Đà,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SII,True,True,True,CTCP Hạ tầng Nước Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SIP,True,True,True,CTCP Đầu tư Sài Gòn VRG,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SIV,True,True,True,CTCP SIVICO,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SJ1,True,True,True,CTCP Nông nghiệp Hùng Hậu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SJD,True,True,True,CTCP Thủy điện Cần Đơn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SJE,True,True,True,CTCP Sông Đà 11,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SJF,True,True,True,CTCP Đầu tư Sao Thái Dương,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SJG,True,True,True,Tổng Công ty Sông Đà - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SJM,True,True,True,CTCP Sunspace Holdings,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SJS,True,True,True,CTCP SJ Group,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SKG,True,True,True,CTCP Tàu cao tốc Superdong - Kiên Giang,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SKH,True,True,True,CTCP Nước giải khát Sanest Khánh Hòa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SKN,True,True,True,CTCP Nước giải khát Sanna Khánh Hòa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SKV,True,True,True,CTCP Nước giải khát Yến sào Khánh Hòa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SLD,True,True,True,CTCP Địa ốc Sacom,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SLS,True,True,True,CTCP Mía Đường Sơn La,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SMA,True,True,True,CTCP Thiết bị Phụ tùng Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SMB,True,True,True,CTCP Bia Sài Gòn - Miền Trung,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SMC,True,True,True,CTCP Đầu tư Thương mại SMC,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SMN,True,True,True,CTCP Sách và Thiết bị Giáo dục Miền Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SMT,True,True,True,CTCP Sametel,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SNC,True,True,True,CTCP Xuất nhập khẩu Thủy sản Năm Căn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SNZ,True,True,True,Tổng Công ty cổ phần Phát triển Khu Công nghiệp,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SP2,True,True,True,CTCP Thủy điện Sử Pán 2,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SPB,True,True,True,CTCP Sợi Phú Bài,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
SPC,True,True,True,CTCP Bảo vệ Thực vật Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
